Precinct,Race,LEG,CC,CG,CounterGroup,Party,CounterType,SumOfCount
SET 33-3059,State of Washington US President & Vice President,33,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,1
SET 33-3060,State of Washington US President & Vice President,33,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
SET 33-3060,State of Washington US President & Vice President,33,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,69
SET 33-3060,State of Washington US President & Vice President,33,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
SET 33-3060,State of Washington US President & Vice President,33,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,161
SET 33-3060,State of Washington US President & Vice President,33,0,9,Total,,Write-in,2
SET 33-3060,State of Washington US President & Vice President,33,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",1
SET 33-3060,State of Washington US President & Vice President,33,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,2
SET 33-3061,State of Washington US President & Vice President,33,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
SET 33-3061,State of Washington US President & Vice President,33,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,73
SET 33-3061,State of Washington US President & Vice President,33,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
SET 33-3061,State of Washington US President & Vice President,33,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,221
SET 33-3061,State of Washington US President & Vice President,33,0,9,Total,,Write-in,3
SET 33-3061,State of Washington US President & Vice President,33,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",0
SET 33-3061,State of Washington US President & Vice President,33,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,0
SET 33-3062,State of Washington US President & Vice President,33,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
SET 33-3062,State of Washington US President & Vice President,33,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,83
SET 33-3062,State of Washington US President & Vice President,33,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,1
SET 33-3062,State of Washington US President & Vice President,33,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,159
SET 33-3062,State of Washington US President & Vice President,33,0,9,Total,,Write-in,0
SET 33-3062,State of Washington US President & Vice President,33,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",6
SET 33-3062,State of Washington US President & Vice President,33,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,0
SET 33-3063,State of Washington US President & Vice President,33,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
SET 33-3063,State of Washington US President & Vice President,33,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,83
SET 33-3063,State of Washington US President & Vice President,33,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
SET 33-3063,State of Washington US President & Vice President,33,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,185
SET 33-3063,State of Washington US President & Vice President,33,0,9,Total,,Write-in,1
SET 33-3063,State of Washington US President & Vice President,33,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",4
SET 33-3063,State of Washington US President & Vice President,33,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,1
SET 33-3065,State of Washington US President & Vice President,33,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,1
SET 33-3065,State of Washington US President & Vice President,33,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,93
SET 33-3065,State of Washington US President & Vice President,33,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,1
SET 33-3065,State of Washington US President & Vice President,33,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,368
SET 33-3065,State of Washington US President & Vice President,33,0,9,Total,,Write-in,4
SET 33-3065,State of Washington US President & Vice President,33,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",9
SET 33-3065,State of Washington US President & Vice President,33,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,3
SHL 32-0319,State of Washington US President & Vice President,32,0,7,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
SHL 32-0319,State of Washington US President & Vice President,32,0,7,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,43
SHL 32-0319,State of Washington US President & Vice President,32,0,7,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
SHL 32-0319,State of Washington US President & Vice President,32,0,7,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,198
SHL 32-0319,State of Washington US President & Vice President,32,0,7,Total,,Write-in,2
SHL 32-0319,State of Washington US President & Vice President,32,0,7,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",1
SHL 32-0319,State of Washington US President & Vice President,32,0,7,Total,Green Party Nominees,Howie Hawkins and Angela Walker,3
SET 33-3066,State of Washington US President & Vice President,33,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
SET 33-3066,State of Washington US President & Vice President,33,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,117
SET 33-3066,State of Washington US President & Vice President,33,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
SET 33-3066,State of Washington US President & Vice President,33,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,372
SET 33-3066,State of Washington US President & Vice President,33,0,9,Total,,Write-in,0
SET 33-3066,State of Washington US President & Vice President,33,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",4
SET 33-3066,State of Washington US President & Vice President,33,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,1
SET 33-3068,State of Washington US President & Vice President,33,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,1
SET 33-3068,State of Washington US President & Vice President,33,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,149
SET 33-3068,State of Washington US President & Vice President,33,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,1
SET 33-3068,State of Washington US President & Vice President,33,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,256
SET 33-3068,State of Washington US President & Vice President,33,0,9,Total,,Write-in,3
SET 33-3068,State of Washington US President & Vice President,33,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",9
SET 33-3068,State of Washington US President & Vice President,33,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,1
SET 33-3069,State of Washington US President & Vice President,33,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,1
SET 33-3069,State of Washington US President & Vice President,33,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,95
SET 33-3069,State of Washington US President & Vice President,33,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,1
SET 33-3069,State of Washington US President & Vice President,33,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,184
SET 33-3069,State of Washington US President & Vice President,33,0,9,Total,,Write-in,0
SET 33-3069,State of Washington US President & Vice President,33,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",4
SET 33-3069,State of Washington US President & Vice President,33,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,1
SET 33-3070,State of Washington US President & Vice President,33,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
SET 33-3070,State of Washington US President & Vice President,33,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,106
SET 33-3070,State of Washington US President & Vice President,33,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
SET 33-3070,State of Washington US President & Vice President,33,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,189
SET 33-3070,State of Washington US President & Vice President,33,0,9,Total,,Write-in,2
SET 33-3070,State of Washington US President & Vice President,33,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",2
SET 33-3070,State of Washington US President & Vice President,33,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,1
SET 33-3073,State of Washington US President & Vice President,33,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
SET 33-3073,State of Washington US President & Vice President,33,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,102
SET 33-3073,State of Washington US President & Vice President,33,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
SET 33-3073,State of Washington US President & Vice President,33,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,246
SET 33-3073,State of Washington US President & Vice President,33,0,9,Total,,Write-in,1
SET 33-3073,State of Washington US President & Vice President,33,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",2
SET 33-3073,State of Washington US President & Vice President,33,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,0
SET 33-3074,State of Washington US President & Vice President,33,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
SET 33-3074,State of Washington US President & Vice President,33,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,95
SET 33-3074,State of Washington US President & Vice President,33,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
SET 33-3074,State of Washington US President & Vice President,33,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,221
SET 33-3074,State of Washington US President & Vice President,33,0,9,Total,,Write-in,2
SET 33-3074,State of Washington US President & Vice President,33,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",8
SET 33-3074,State of Washington US President & Vice President,33,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,2
SET 33-3075,State of Washington US President & Vice President,33,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
SET 33-3075,State of Washington US President & Vice President,33,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,66
SET 33-3075,State of Washington US President & Vice President,33,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
SET 33-3075,State of Washington US President & Vice President,33,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,123
SET 33-3075,State of Washington US President & Vice President,33,0,9,Total,,Write-in,0
SET 33-3075,State of Washington US President & Vice President,33,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",2
SET 33-3075,State of Washington US President & Vice President,33,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,0
SET 33-3076,State of Washington US President & Vice President,33,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
SET 33-3076,State of Washington US President & Vice President,33,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,121
SET 33-3076,State of Washington US President & Vice President,33,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,1
SET 33-3076,State of Washington US President & Vice President,33,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,300
SET 33-3076,State of Washington US President & Vice President,33,0,9,Total,,Write-in,3
SET 33-3076,State of Washington US President & Vice President,33,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",4
SET 33-3076,State of Washington US President & Vice President,33,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,2
FED 30-3077,State of Washington US President & Vice President,30,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
FED 30-3077,State of Washington US President & Vice President,30,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,69
FED 30-3077,State of Washington US President & Vice President,30,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,1
FED 30-3077,State of Washington US President & Vice President,30,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,179
